movie_title,movie_id,color,director_id,num_critic_for_reviews,duration,gross,num_voted_users,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score,aspect_ratio
The Rundown,327850,Color,21,151.0,104,47592825.0,82731,1,"['amazon', 'bounty hunter', 'fight', 'hunter', 'jungle']",http://www.imdb.com/title/tt0327850/?ref_=fn_tt_tt_1,255.0,English,USA,PG-13,85000000.0,2003,6.7,2.35
Last Action Hero,107362,Color,126,80.0,130,50016394.0,106528,1,"['action hero', 'hero', 'magic', 'ticket', 'video store']",http://www.imdb.com/title/tt0107362/?ref_=fn_tt_tt_1,257.0,English,USA,PG-13,70000000.0,1993,6.2,2.35
Memoirs of a Geisha,397535,Color,14,229.0,145,57010853.0,119286,1,"['coming of age', 'geisha', 'japan', 'jealousy', 'love']",http://www.imdb.com/title/tt0397535/?ref_=fn_tt_tt_1,548.0,English,USA,PG-13,85000000.0,2005,7.3,2.35
The Fast and the Furious: Tokyo Drift,463985,Color,39,158.0,104,62494975.0,179500,5,"['car', 'challenge', 'drift racing', 'drifting', 'tokyo japan']",http://www.imdb.com/title/tt0463985/?ref_=fn_tt_tt_1,378.0,English,USA,PG-13,85000000.0,2006,6.0,2.35
Arthur Christmas,1430607,Color,214,190.0,97,46440491.0,35446,1,"['christmas', 'christmas eve', 'elf', 'high tech', 'resentment']",http://www.imdb.com/title/tt1430607/?ref_=fn_tt_tt_1,78.0,English,UK,PG,100000000.0,2011,7.1,1.85
Meet Joe Black,119643,Color,215,98.0,178,44606335.0,169023,0,"['birthday', 'death', 'death personified', 'fear of death', 'wealth']",http://www.imdb.com/title/tt0119643/?ref_=fn_tt_tt_1,703.0,English,USA,PG-13,90000000.0,1998,7.1,1.85
Collateral Damage,233469,Color,216,135.0,108,40048332.0,61417,1,"['bare chested boy', 'car explosion', 'colombia', 'explosion', 'terrorism']",http://www.imdb.com/title/tt0233469/?ref_=fn_tt_tt_1,339.0,English,USA,R,85000000.0,2002,5.5,1.85
All That Jazz,78754,Color,217,84.0,123,0.0,19228,0,"['dancer', 'editing', 'stand up comedian', 'surgery', 'vomiting']",http://www.imdb.com/title/tt0078754/?ref_=fn_tt_tt_1,146.0,English,USA,R,0.0,1979,7.8,1.85
Mirror Mirror,1667353,Color,218,382.0,106,64933670.0,70838,1,"['kingdom', 'prince', 'princess', 'queen', 'snow']",http://www.imdb.com/title/tt1667353/?ref_=fn_tt_tt_1,208.0,English,USA,PG,85000000.0,2012,5.6,1.85
Scott Pilgrim vs. the World,446029,Color,219,393.0,112,31494270.0,273921,0,"['band', 'dating', 'high school', 'hipster', 'rock band']",http://www.imdb.com/title/tt0446029/?ref_=fn_tt_tt_1,522.0,English,USA,PG-13,60000000.0,2010,7.5,1.85
The Core,298814,Color,220,149.0,135,31111260.0,77029,0,"['core', 'earth', 'natural disaster', 'pacemaker', 'scientist']",http://www.imdb.com/title/tt0298814/?ref_=fn_tt_tt_1,466.0,English,USA,PG-13,60000000.0,2003,5.4,2.35
Nutty Professor II: The Klumps,144528,Color,221,94.0,109,123307945.0,39391,1,"['alter ego', 'marriage', 'professor', 'scientist', 'serum']",http://www.imdb.com/title/tt0144528/?ref_=fn_tt_tt_1,171.0,English,USA,PG-13,65000000.0,2000,4.3,1.85
Scooby-Doo,267913,Color,148,138.0,86,153288182.0,71424,3,"['amusement park', 'island', 'motorcycle', 'scooby doo', 'tough girl']",http://www.imdb.com/title/tt0267913/?ref_=fn_tt_tt_1,521.0,English,USA,PG,84000000.0,2002,4.9,1.85
Click,389860,Color,222,173.0,107,137340146.0,246492,1,"['architect', 'frozen time', 'obese man', 'remote control', 'stopped time']",http://www.imdb.com/title/tt0389860/?ref_=fn_tt_tt_1,685.0,English,USA,PG-13,70000000.0,2006,6.4,1.85
Cats & Dogs: The Revenge of Kitty Galore,1287468,Color,143,91.0,82,43575716.0,10233,0,"['cartoon on tv', 'cat', 'dog', 'kitty', 'special agent']",http://www.imdb.com/title/tt1287468/?ref_=fn_tt_tt_1,63.0,English,USA,PG,85000000.0,2010,4.3,1.85
Jumper,489099,Color,50,238.0,88,80170146.0,243053,0,"['bank', 'based on novel', 'ice', 'teleportation', 'vault']",http://www.imdb.com/title/tt0489099/?ref_=fn_tt_tt_1,488.0,English,USA,PG-13,85000000.0,2008,6.1,2.35
Hellboy II: The Golden Army,411477,Color,35,345.0,120,75754670.0,208422,0,"['creature', 'elf', 'prince', 'rebellion', 'superhero']",http://www.imdb.com/title/tt0411477/?ref_=fn_tt_tt_1,342.0,English,USA,PG-13,85000000.0,2008,7.0,1.85
Zodiac,443706,Color,64,377.0,162,33048353.0,301279,0,"['cartoonist', 'reporter', 'serial killer', 'zodiac', 'zodiac killer']",http://www.imdb.com/title/tt0443706/?ref_=fn_tt_tt_1,589.0,English,USA,R,65000000.0,2007,7.7,2.35
The 6th Day,216216,Color,144,170.0,123,34543701.0,100001,1,"['clone', 'cloning', 'future', 'laser gun', 'murder']",http://www.imdb.com/title/tt0216216/?ref_=fn_tt_tt_1,289.0,English,USA,PG-13,82000000.0,2000,5.9,2.35
Bruce Almighty,315327,Color,49,191.0,101,242589580.0,296904,1,"['answer to prayer', 'breast expansion', 'pleading with god', 'supernatural power', 'walking on water']",http://www.imdb.com/title/tt0315327/?ref_=fn_tt_tt_1,604.0,English,USA,PG-13,81000000.0,2003,6.7,1.85
The Expendables,1320253,Color,223,424.0,113,102981571.0,270226,9,"['action hero', 'assassination attempt', 'explosion', 'machine gun', 'rescue mission']",http://www.imdb.com/title/tt1320253/?ref_=fn_tt_tt_1,741.0,English,USA,R,80000000.0,2010,6.5,2.35
Mission: Impossible,117060,Color,199,154.0,110,180965237.0,300542,0,"['disguise', 'mission', 'spy', 'stealing', 'traitor']",http://www.imdb.com/title/tt0117060/?ref_=fn_tt_tt_1,378.0,English,USA,PG-13,80000000.0,1996,7.1,2.35
The Hunger Games,1392170,Color,205,673.0,142,407999255.0,701607,0,"['fight to the death', 'game', 'massacre', 'self survival', 'suicide attempt']",http://www.imdb.com/title/tt1392170/?ref_=fn_tt_tt_1,1959.0,English,USA,PG-13,78000000.0,2012,7.3,2.35
The Hangover Part II,1411697,Color,224,383.0,102,254455986.0,375879,0,"['hotel', 'male frontal nudity', 'pubic hair', 'thailand', 'wedding']",http://www.imdb.com/title/tt1411697/?ref_=fn_tt_tt_1,402.0,English,USA,R,80000000.0,2011,6.5,2.35
Batman Returns,103776,Color,75,153.0,126,162831698.0,215255,0,"['box office hit', 'dc comics', 'gotham', 'mayor', 'penguin']",http://www.imdb.com/title/tt0103776/?ref_=fn_tt_tt_1,610.0,English,USA,PG-13,80000000.0,1992,7.0,1.85
Over the Hedge,327084,Color,225,166.0,83,155019340.0,127345,1,"['bear', 'food', 'forest', 'raccoon', 'turtle']",http://www.imdb.com/title/tt0327084/?ref_=fn_tt_tt_1,250.0,English,USA,PG,80000000.0,2006,6.8,1.85
Lilo & Stitch,275847,Color,61,180.0,85,145771527.0,117212,0,"['alien', 'escape', 'fugitive', 'hawaii', 'social worker']",http://www.imdb.com/title/tt0275847/?ref_=fn_tt_tt_1,367.0,English,USA,PG,80000000.0,2002,7.2,1.6600000000000001
Charlotte's Web,413895,Color,226,120.0,97,82506325.0,27838,0,"['barn', 'pig', 'piglet', 'spider', 'uncle']",http://www.imdb.com/title/tt0413895/?ref_=fn_tt_tt_1,102.0,English,USA,G,0.0,2006,6.4,1.85
Deep Impact,120647,Color,227,125.0,120,140459099.0,135601,0,"['astronomer', 'comet', 'mission', 'president', 'secretary']",http://www.imdb.com/title/tt0120647/?ref_=fn_tt_tt_1,493.0,English,USA,PG-13,75000000.0,1998,6.1,2.35
RED 2,1821694,Color,97,234.0,116,53215979.0,125036,7,"['cia', 'cia agent', 'rescue', 'russian', 'team']",http://www.imdb.com/title/tt1821694/?ref_=fn_tt_tt_1,205.0,English,USA,PG-13,84000000.0,2013,6.7,2.35
The Longest Yard,398165,Color,221,134.0,113,158115031.0,130070,11,"['coach', 'convict', 'football', 'prison', 'warden']",http://www.imdb.com/title/tt0398165/?ref_=fn_tt_tt_1,316.0,English,USA,PG-13,82000000.0,2005,6.4,2.35
Alvin and the Chipmunks: Chipwrecked,1615918,Color,57,91.0,87,133103929.0,22838,0,"['chipmunk', 'cruise ship', 'football ball', 'overboard', 'tennis ball']",http://www.imdb.com/title/tt1615918/?ref_=fn_tt_tt_1,56.0,English,USA,G,75000000.0,2011,4.4,1.85
Grown Ups 2,2191701,Color,196,139.0,101,133668525.0,107817,4,"['belching', 'number in title', 'party', 'reference to nicki minaj', 'sneezing']",http://www.imdb.com/title/tt2191701/?ref_=fn_tt_tt_1,255.0,English,USA,PG-13,80000000.0,2013,5.4,1.85
Get Smart,425061,Color,221,265.0,110,130313314.0,168172,1,"['airplane', 'misunderstanding', 'obese woman', 'overweight woman', 'spy']",http://www.imdb.com/title/tt0425061/?ref_=fn_tt_tt_1,380.0,English,USA,PG-13,80000000.0,2008,6.5,1.85
Something's Gotta Give,337741,Color,210,145.0,128,124590960.0,91092,1,"['beach', 'dating', 'doctor', 'heart attack', 'weekend']",http://www.imdb.com/title/tt0337741/?ref_=fn_tt_tt_1,402.0,English,USA,PG-13,80000000.0,2003,6.7,1.85
Shutter Island,1130884,Color,46,490.0,138,127968405.0,786092,0,"['female prisoner', 'plot twist', 'self delusion', 'surprise ending', 'year 1954']",http://www.imdb.com/title/tt1130884/?ref_=fn_tt_tt_1,964.0,English,USA,R,80000000.0,2010,8.1,2.35
Four Christmases,369436,Color,228,141.0,88,120136047.0,48500,2,"['airport', 'christmas', 'news broadcast', 'tv broadcast', 'tv news']",http://www.imdb.com/title/tt0369436/?ref_=fn_tt_tt_1,124.0,English,Germany,PG-13,80000000.0,2008,5.6,1.85
Robots,358082,Color,168,163.0,91,128200012.0,103022,1,"['actor voicing multiple characters', 'box office hit', 'coffee', 'plate', 'robot']",http://www.imdb.com/title/tt0358082/?ref_=fn_tt_tt_1,269.0,English,USA,PG,75000000.0,2005,6.3,1.85
Face/Off,119094,Color,129,155.0,138,112225777.0,283967,0,"['death of child', 'face', 'face transplant', 'prison', 'terrorist']",http://www.imdb.com/title/tt0119094/?ref_=fn_tt_tt_1,535.0,English,USA,R,80000000.0,1997,7.3,2.35
Bedtime Stories,960731,Color,229,144.0,99,109993847.0,72326,0,"['2000s', 'bedtime story', 'elephant', 'handyman', 'tween girl']",http://www.imdb.com/title/tt0960731/?ref_=fn_tt_tt_1,116.0,English,USA,PG,80000000.0,2008,6.1,2.35
Road to Perdition,257044,Color,3,226.0,117,104054514.0,200359,0,"['1930s', 'blood', 'gun', 'on the run', 'revenge']",http://www.imdb.com/title/tt0257044/?ref_=fn_tt_tt_1,1009.0,English,USA,R,80000000.0,2002,7.7,2.35
Just Go with It,1564367,Color,196,204.0,117,103028109.0,172878,1,"['chick flick', 'hawaii', 'love', 'plastic surgeon', 'woman wearing a string bikini']",http://www.imdb.com/title/tt1564367/?ref_=fn_tt_tt_1,203.0,English,USA,PG-13,80000000.0,2011,6.4,1.85
Daredevil,3322312,0,107,95.0,54,0.0,213483,0,"['corruption', 'lawyer', 'partnership', 'superhero', 'vigilante']",http://www.imdb.com/title/tt3322312/?ref_=fn_tt_tt_1,394.0,English,USA,TV-MA,0.0,0,8.8,16.0
Con Air,118880,Color,165,139.0,123,101087161.0,225282,6,"['army rangers', 'convict', 'criminal', 'escape', 'prison']",http://www.imdb.com/title/tt0118880/?ref_=fn_tt_tt_1,339.0,English,USA,R,75000000.0,1997,6.8,2.35
Eagle Eye,1059786,Color,230,215.0,118,101111837.0,150764,3,"['audio surveillance', 'death', 'pentagon', 'technology', 'twin brother']",http://www.imdb.com/title/tt1059786/?ref_=fn_tt_tt_1,318.0,English,USA,PG-13,80000000.0,2008,6.6,2.35
Cold Mountain,159365,Color,231,198.0,154,95632614.0,118483,3,"['civil war', 'mountain', 'soldier', 'well', 'wounded soldier']",http://www.imdb.com/title/tt0159365/?ref_=fn_tt_tt_1,674.0,English,USA,R,79000000.0,2003,7.2,2.35
The Book of Eli,1037705,Color,232,325.0,118,94822707.0,227072,0,"['blind', 'book', 'long take', 'post apocalypse', 'water']",http://www.imdb.com/title/tt1037705/?ref_=fn_tt_tt_1,560.0,English,USA,R,80000000.0,2010,6.9,2.35
Flubber,119137,Color,233,53.0,90,92969824.0,63625,1,"['college', 'flubber', 'flying rubber', 'professor', 'wedding']",http://www.imdb.com/title/tt0119137/?ref_=fn_tt_tt_1,64.0,English,USA,PG,80000000.0,1997,5.2,1.85
The Haunting,171363,Color,150,167.0,113,91188905.0,58184,0,"['greenhouse', 'haunted house', 'horror movie remake', 'mansion', 'old house']",http://www.imdb.com/title/tt0171363/?ref_=fn_tt_tt_1,805.0,English,USA,PG-13,80000000.0,1999,4.9,2.35
Space Jam,117705,Color,234,46.0,88,90443603.0,112167,1,"['alien', 'basketball', 'basketball game', 'cult film', 'monstars']",http://www.imdb.com/title/tt0117705/?ref_=fn_tt_tt_1,123.0,English,USA,PG,80000000.0,1996,6.3,1.77
The Pink Panther,383216,Color,77,147.0,93,82226474.0,65499,0,"['diamond', 'france', 'investigation', 'pink panther', 'soccer']",http://www.imdb.com/title/tt0383216/?ref_=fn_tt_tt_1,424.0,English,USA,PG,65000000.0,2006,5.6,1.85
Conspiracy Theory,118883,Color,100,80.0,135,76081498.0,76099,1,"['conspiracy', 'fbi', 'mk ultra', 'newsletter', 'taxi']",http://www.imdb.com/title/tt0118883/?ref_=fn_tt_tt_1,162.0,English,USA,R,75000000.0,1997,6.7,2.35
Fury,2713180,Color,48,406.0,134,85707116.0,303185,4,"['battle', 'battlefield', 'brutality', 'combat', 'tank']",http://www.imdb.com/title/tt2713180/?ref_=fn_tt_tt_1,701.0,English,USA,R,68000000.0,2014,7.6,2.35
Six Days Seven Nights,120828,Color,235,97.0,98,74329966.0,60910,2,"['airplane', 'island', 'pilot', 'storm', 'thunderstorm']",http://www.imdb.com/title/tt0120828/?ref_=fn_tt_tt_1,164.0,English,USA,PG-13,70000000.0,1998,5.7,2.35
Yogi Bear,1302067,Color,236,143.0,80,100169068.0,16385,0,"['bear', 'mayor', 'park', 'sabotage', 'yogi bear']",http://www.imdb.com/title/tt1302067/?ref_=fn_tt_tt_1,100.0,English,USA,PG,80000000.0,2010,4.6,1.85
Spirit: Stallion of the Cimarron,166813,Color,237,106.0,83,73215310.0,44143,0,"['cavalry', 'escape', 'herd', 'stallion', 'wild stallion']",http://www.imdb.com/title/tt0166813/?ref_=fn_tt_tt_1,216.0,English,USA,G,80000000.0,2002,7.0,2.35
Zookeeper,1222817,Color,222,178.0,102,80360866.0,44662,1,"['champagne bottle', 'coca cola', 'jewelry box', 'red bull', 'zoo']",http://www.imdb.com/title/tt1222817/?ref_=fn_tt_tt_1,127.0,English,USA,PG,80000000.0,2011,5.2,2.35
Lost in Space,120738,Color,238,102.0,130,69102910.0,58402,0,"['based on tv series', 'remake', 'robot', 'scientist', 'spaceship']",http://www.imdb.com/title/tt0120738/?ref_=fn_tt_tt_1,370.0,English,USA,PG-13,80000000.0,1998,5.1,2.35
The Manchurian Candidate,368008,Color,239,209.0,129,65948711.0,86422,1,"['brainwashed assassin', 'conspiracy', 'critically acclaimed', 'mother son relationship', 'soldier']",http://www.imdb.com/title/tt0368008/?ref_=fn_tt_tt_1,363.0,English,USA,R,80000000.0,2004,6.6,1.85
Déjà Vu,119033,Color,240,19.0,117,821997.0,666,0,"['american', 'love', 'pin', 'ruby', 'stranger']",http://www.imdb.com/title/tt0119033/?ref_=fn_tt_tt_1,40.0,English,USA,PG-13,0.0,1997,7.0,1.85
Hotel Transylvania 2,2510894,Color,207,152.0,89,169692572.0,56501,0,"['california', 'dracula', 'hotel', 'transylvania', 'vampire']",http://www.imdb.com/title/tt2510894/?ref_=fn_tt_tt_1,97.0,English,USA,PG,80000000.0,2015,6.7,1.85
Bewitched,57733, Black and White,107,31.0,25,0.0,11427,1,"['connecticut', 'magic', 'marriage', 'witch', 'witchcraft']",http://www.imdb.com/title/tt0057733/?ref_=fn_tt_tt_1,71.0,English,USA,TV-G,0.0,0,7.6,4.0
Fantasia 2000,120910,Color,241,129.0,74,60507228.0,27543,0,"['abstract', 'ark', 'disney', 'fairy tale', 'piano']",http://www.imdb.com/title/tt0120910/?ref_=fn_tt_tt_1,186.0,English,USA,G,80000000.0,1999,7.3,1.78
The Time Machine,268695,Color,91,124.0,96,56684819.0,103787,0,"['hunter', 'scientist', 'time machine', 'time travel', 'time travel romance']",http://www.imdb.com/title/tt0268695/?ref_=fn_tt_tt_1,615.0,English,USA,PG-13,80000000.0,2002,5.9,2.35
Mighty Joe Young,120751,Color,176,35.0,114,50628009.0,22955,0,"['animal', 'california', 'gorilla', 'hunter', 'poacher']",http://www.imdb.com/title/tt0120751/?ref_=fn_tt_tt_1,88.0,English,USA,PG,90000000.0,1998,5.6,1.85
Swordfish,244244,Color,157,166.0,99,69772969.0,155532,4,"['computer', 'secret agent', 'terrorism', 'told in flashback', 'wearing a sound wire']",http://www.imdb.com/title/tt0244244/?ref_=fn_tt_tt_1,543.0,English,USA,R,80000000.0,2001,6.5,2.35
The Legend of Zorro,386140,Color,29,137.0,129,45356386.0,71574,1,"['california', 'fight', 'hero', 'mask', 'zorro']",http://www.imdb.com/title/tt0386140/?ref_=fn_tt_tt_1,244.0,Spanish,USA,PG,75000000.0,2005,5.9,2.35
What Dreams May Come,120889,Color,242,121.0,113,55350897.0,83560,1,"['heaven', 'hell', 'soul', 'soul mate', 'suicide']",http://www.imdb.com/title/tt0120889/?ref_=fn_tt_tt_1,619.0,English,USA,PG-13,85000000.0,1998,7.0,2.35
Little Nicky,185431,Color,243,87.0,90,39442871.0,80639,0,"['angel', 'devil', 'flask', 'hell', 'the devil']",http://www.imdb.com/title/tt0185431/?ref_=fn_tt_tt_1,237.0,English,USA,PG-13,80000000.0,2000,5.3,1.85
The Brothers Grimm,355295,Color,244,233.0,118,37899638.0,98472,2,"['creature', 'curse', 'exorcism', 'girl', 'village']",http://www.imdb.com/title/tt0355295/?ref_=fn_tt_tt_1,492.0,English,USA,PG-13,88000000.0,2005,5.9,1.85
Mars Attacks!,116996,Color,75,132.0,106,37754208.0,172217,3,"['alien', 'general', 'martian', 'president', 'weapon']",http://www.imdb.com/title/tt0116996/?ref_=fn_tt_tt_1,405.0,English,USA,PG-13,70000000.0,1996,6.3,2.35
Evolution,4291590,Color,245,63.0,81,0.0,979,0,"['boy', 'giving birth', 'nurse', 'sea', 'ultrasonography']",http://www.imdb.com/title/tt4291590/?ref_=fn_tt_tt_1,3.0,French,France,0,0.0,2015,6.4,2.35
The Edge,119051,Color,94,95.0,117,27779888.0,55913,2,"['bear', 'billionaire', 'crash', 'survival tactics', 'wilderness']",http://www.imdb.com/title/tt0119051/?ref_=fn_tt_tt_1,182.0,English,USA,R,0.0,1997,6.9,2.35
Surrogates,986263,Color,62,258.0,89,38542418.0,151424,5,"['android', 'fbi agent', 'future', 'murder', 'robot']",http://www.imdb.com/title/tt0986263/?ref_=fn_tt_tt_1,252.0,English,USA,PG-13,80000000.0,2009,6.3,2.35
Thirteen Days,146309,Color,141,162.0,145,34566746.0,45231,1,"['blockade', 'crisis', 'cuba', 'missile', 'president']",http://www.imdb.com/title/tt0146309/?ref_=fn_tt_tt_1,315.0,English,USA,PG-13,80000000.0,2000,7.3,1.85
Daylight,116040,Color,47,61.0,114,32885565.0,53132,0,"['collapsing tunnel', 'explosion', 'new jersey', 'tunnel', 'weimaraner']",http://www.imdb.com/title/tt0116040/?ref_=fn_tt_tt_1,101.0,English,USA,PG-13,80000000.0,1996,5.8,1.85
Walking with Dinosaurs 3D,1762399,Color,246,113.0,87,36073232.0,8913,0,"['brother', 'dinosaur', 'head butt', 'hero', 'orphan']",http://www.imdb.com/title/tt1762399/?ref_=fn_tt_tt_1,66.0,English,USA,PG,80000000.0,2013,5.2,2.35
Battlefield Earth,185183,Color,247,174.0,119,21471685.0,65464,0,"['alien', 'bad acting', 'pulp fiction', 'resistance fighter', 'voyager golden record']",http://www.imdb.com/title/tt0185183/?ref_=fn_tt_tt_1,1308.0,English,USA,PG-13,44000000.0,2000,2.4,2.35
Looney Tunes: Back in Action,318155,Color,248,101.0,91,20950820.0,24183,4,"['diamond', 'duck', 'monkey', 'spy', 'stuntman']",http://www.imdb.com/title/tt0318155/?ref_=fn_tt_tt_1,160.0,English,Germany,PG,80000000.0,2003,5.7,2.35
Nine,875034, Black and White,14,205.0,118,19673424.0,37446,4,"['based on stage musical based on film', 'child abuse', 'film director', 'italian', 'mistress']",http://www.imdb.com/title/tt0875034/?ref_=fn_tt_tt_1,232.0,English,USA,PG-13,80000000.0,2009,5.8,2.35
Timeline,300556,Color,100,123.0,116,19480739.0,53057,0,"['castle', 'france', 'professor', 'student', 'time machine']",http://www.imdb.com/title/tt0300556/?ref_=fn_tt_tt_1,457.0,English,USA,PG-13,80000000.0,2003,5.6,2.35
The Postman,119925,Color,249,79.0,177,17593391.0,56403,1,"['drifter', 'escape', 'hope', 'postman', 'usa']",http://www.imdb.com/title/tt0119925/?ref_=fn_tt_tt_1,376.0,English,USA,R,80000000.0,1997,6.0,2.35
Babe: Pig in the City,120595,Color,80,61.0,97,18318000.0,24868,0,"['animal', 'farm', 'farmer', 'hotel', 'pig']",http://www.imdb.com/title/tt0120595/?ref_=fn_tt_tt_1,216.0,English,Australia,G,80000000.0,1998,5.8,1.85
The Last Witch Hunter,1618442,Color,103,202.0,106,27356090.0,58752,0,"['box office flop', 'burned to death', 'magic', 'witch', 'witch hunter']",http://www.imdb.com/title/tt1618442/?ref_=fn_tt_tt_1,117.0,English,USA,PG-13,90000000.0,2015,6.0,2.35
Red Planet,199753,Color,250,145.0,106,17473245.0,47612,1,"['astronaut', 'mars', 'robot', 'robot as menace', 'survival']",http://www.imdb.com/title/tt0199753/?ref_=fn_tt_tt_1,348.0,English,USA,PG-13,70000000.0,2000,5.7,2.35
Arthur and the Invisibles,344854,Color,183,101.0,94,15131330.0,25843,0,"['boy', 'debt', 'garden', 'princess', 'treasure']",http://www.imdb.com/title/tt0344854/?ref_=fn_tt_tt_1,64.0,English,France,PG,86000000.0,2006,6.0,2.35
Oceans,765128,Color,251,113.0,104,19406406.0,7630,0,"['damselfish', 'ocean habitat', 'ocean life', 'razorfish', 'spider crab']",http://www.imdb.com/title/tt0765128/?ref_=fn_tt_tt_1,42.0,French,France,G,40000000.0,2009,7.8,2.35
A Sound of Thunder,318081,Color,169,113.0,102,1891821.0,16474,0,"['butterfly', 'hunter', 'time', 'time travel', 'wave']",http://www.imdb.com/title/tt0318081/?ref_=fn_tt_tt_1,301.0,English,UK,PG-13,52000000.0,2005,4.2,2.35
Pompeii,1921064,Color,206,272.0,105,23219748.0,84508,0,"['arena', 'lava bomb', 'mount vesuvius', 'pompeii', 'slave']",http://www.imdb.com/title/tt1921064/?ref_=fn_tt_tt_1,308.0,English,Canada,PG-13,80000000.0,2014,5.6,2.35
